"Estado","Municipio","Año","Crimen","Averiguaciones","Tasa","Lugar"
"Guanajuato","Jerécuaro",2011,"Homicidios dolosos","     8","    15.32","  384"
"Guanajuato","León",2011,"Homicidios dolosos","   116","     7.85","  643"
"Guanajuato","Moroleón",2011,"Homicidios dolosos","     9","    17.93","  326"
"Guanajuato","Ocampo",2011,"Homicidios dolosos","     2","     8.63","  605"
"Guanajuato","Pénjamo",2011,"Homicidios dolosos","    22","    14.36","  408"
"Guanajuato","Pueblo Nuevo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guanajuato","Purísima del Rincón",2011,"Homicidios dolosos","     4","     5.56","  755"
"Guanajuato","Romita",2011,"Homicidios dolosos","     5","     8.59","  608"
"Guanajuato","Salamanca",2011,"Homicidios dolosos","    26","     9.69","  565"
"Guanajuato","Salvatierra",2011,"Homicidios dolosos","    17","    17.26","  341"
"Guanajuato","San Diego de la Unión",2011,"Homicidios dolosos","     2","     5.30","  763"
"Guanajuato","San Felipe",2011,"Homicidios dolosos","     5","     4.57","  802"
"Guanajuato","San Francisco del Rincón",2011,"Homicidios dolosos","    14","    12.05","  479"
"Guanajuato","San José Iturbide",2011,"Homicidios dolosos","     9","    11.90","  484"
"Guanajuato","San Luis de la Paz",2011,"Homicidios dolosos","    17","    14.27","  411"
"Guanajuato","Santa Catarina",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guanajuato","Santa Cruz de Juventino Rosas",2011,"Homicidios dolosos","     4","     4.91","  784"
"Guanajuato","Santiago Maravatío",2011,"Homicidios dolosos","     1","    14.77","  400"
"Guanajuato","Silao",2011,"Homicidios dolosos","    23","    12.83","  461"
"Guanajuato","Tarandacuao",2011,"Homicidios dolosos","     4","    33.36","  180"
"Guanajuato","Tarimoro",2011,"Homicidios dolosos","     7","    19.25","  299"
"Guanajuato","Tierra Blanca",2011,"Homicidios dolosos","     1","     5.36","  761"
"Guanajuato","Uriangato",2011,"Homicidios dolosos","    10","    16.39","  359"
"Guanajuato","Valle de Santiago",2011,"Homicidios dolosos","     9","     6.23","  729"
"Guanajuato","Victoria",2011,"Homicidios dolosos","     1","     4.99","  782"
"Guanajuato","Villagrán",2011,"Homicidios dolosos","     5","     8.72","  602"
"Guanajuato","Xichú",2011,"Homicidios dolosos","     4","    34.06","  172"
"Guanajuato","Yuriria",2011,"Homicidios dolosos","     9","    12.37","  470"
"Guerrero","Acapulco de Juárez",2011,"Homicidios dolosos"," 1,008","   123.24","   30"
"Guerrero","Ahuacuotzingo",2011,"Homicidios dolosos","     3","    11.72","  494"
"Guerrero","Ajuchitlán del Progreso",2011,"Homicidios dolosos","     3","     7.72","  647"
"Guerrero","Alcozauca de Guerrero",2011,"Homicidios dolosos","     4","    20.43","  285"
"Guerrero","Alpoyeca",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Apaxtla",2011,"Homicidios dolosos","     6","    47.85","  121"
"Guerrero","Arcelia",2011,"Homicidios dolosos","    35","   106.85","   39"
"Guerrero","Atenango del Río",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Atlamajalcingo del Monte",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Atlixtac",2011,"Homicidios dolosos","    12","    44.40","  126"
"Guerrero","Atoyac de Álvarez",2011,"Homicidios dolosos","    62","    99.14","   44"
"Guerrero","Ayutla de los Libres",2011,"Homicidios dolosos","    49","    76.02","   73"
"Guerrero","Azoyú",2011,"Homicidios dolosos","     2","    13.52","  444"
"Guerrero","Benito Juárez",2011,"Homicidios dolosos","     3","    19.67","  291"
"Guerrero","Buenavista de Cuéllar",2011,"Homicidios dolosos","     1","     7.74","  646"
"Guerrero","Coahuayutla de José María Izazaga",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Cocula",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Copala",2011,"Homicidios dolosos","     3","    21.20","  275"
"Guerrero","Copalillo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Copanatoyac",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Coyuca de Benítez",2011,"Homicidios dolosos","    47","    62.47","   93"
"Guerrero","Coyuca de Catalán",2011,"Homicidios dolosos","    82","   192.33","    8"
"Guerrero","Cuajinicuilapa",2011,"Homicidios dolosos","    15","    56.36","  102"
"Guerrero","Cualác",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Cuautepec",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Cuetzala del Progreso",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Cutzamala de Pinzón",2011,"Homicidios dolosos","     8","    36.78","  155"
"Guerrero","Chilapa de Álvarez",2011,"Homicidios dolosos","    42","    33.56","  178"
"Guerrero","Chilpancingo de los Bravo",2011,"Homicidios dolosos","   152","    60.30","   96"
"Guerrero","Florencio Villarreal",2011,"Homicidios dolosos","     1","     4.83","  790"
"Guerrero","General Canuto A. Neri",2011,"Homicidios dolosos","     1","    15.69","  377"
"Guerrero","General Heliodoro Castillo",2011,"Homicidios dolosos","     5","    13.44","  447"
"Guerrero","Huamuxtitlán",2011,"Homicidios dolosos","     2","    13.61","  441"
"Guerrero","Huitzuco de los Figueroa",2011,"Homicidios dolosos","     1","     2.61","  916"
"Guerrero","Iguala de la Independencia",2011,"Homicidios dolosos","   123","    84.79","   60"
"Guerrero","Igualapa",2011,"Homicidios dolosos","     2","    18.21","  320"
"Guerrero","Ixcateopan de Cuauhtémoc",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Zihuatanejo de Azueta",2011,"Homicidios dolosos","   114","    92.29","   52"
"Guerrero","Juan R. Escudero",2011,"Homicidios dolosos","     5","    20.00","  289"
"Guerrero","Leonardo Bravo",2011,"Homicidios dolosos","     3","    11.83","  488"
"Guerrero","Malinaltepec",2011,"Homicidios dolosos","     8","    26.53","  223"
"Guerrero","Mártir de Cuilapan",2011,"Homicidios dolosos","     8","    43.45","  129"
"Guerrero","Metlatónoc",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Mochitlán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Olinalá",2011,"Homicidios dolosos","     1","     3.93","  840"
"Guerrero","Ometepec",2011,"Homicidios dolosos","    59","    93.40","   49"
"Guerrero","Pedro Ascencio Alquisiras",2011,"Homicidios dolosos","     1","    14.13","  417"
"Guerrero","Petatlán",2011,"Homicidios dolosos","    12","    26.29","  226"
"Guerrero","Pilcaya",2011,"Homicidios dolosos","     2","    16.98","  350"
"Guerrero","Pungarabato",2011,"Homicidios dolosos","    13","    34.51","  167"
"Guerrero","Quechultenango",2011,"Homicidios dolosos","     5","    14.18","  415"
"Guerrero","San Luis Acatlán",2011,"Homicidios dolosos","     8","    18.71","  312"
"Guerrero","San Marcos",2011,"Homicidios dolosos","     7","    14.10","  418"
"Guerrero","San Miguel Totolapan",2011,"Homicidios dolosos","     2","     7.02","  694"
"Guerrero","Taxco de Alarcón",2011,"Homicidios dolosos","    48","    45.06","  124"
"Guerrero","Tecoanapa",2011,"Homicidios dolosos","    12","    26.82","  219"
"Guerrero","Técpan de Galeana",2011,"Homicidios dolosos","    51","    80.12","   70"
"Guerrero","Teloloapan",2011,"Homicidios dolosos","    19","    34.68","  166"
"Guerrero","Tepecoacuilco de Trujano",2011,"Homicidios dolosos","     1","     3.21","  883"
"Guerrero","Tetipac",2011,"Homicidios dolosos","     1","     7.50","  663"
"Guerrero","Tixtla de Guerrero",2011,"Homicidios dolosos","    13","    31.57","  193"
"Guerrero","Tlacoachistlahuaca",2011,"Homicidios dolosos","     5","    22.66","  259"
"Guerrero","Tlacoapa",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Tlalchapa",2011,"Homicidios dolosos","     4","    34.32","  169"
"Guerrero","Tlalixtaquilla de Maldonado",2011,"Homicidios dolosos","     3","    41.25","  140"
"Guerrero","Tlapa de Comonfort",2011,"Homicidios dolosos","    71","    82.60","   64"
"Guerrero","Tlapehuala",2011,"Homicidios dolosos","     1","     4.49","  808"
"Guerrero","La Unión de Isidoro Montes de Oca",2011,"Homicidios dolosos","    17","    65.08","   86"
"Guerrero","Xalpatláhuac",2011,"Homicidios dolosos","     1","     8.10","  631"
"Guerrero","Xochihuehuetlán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Xochistlahuaca",2011,"Homicidios dolosos","     6","    20.78","  281"
"Guerrero","Zapotitlán Tablas",2011,"Homicidios dolosos","    11","   102.54","   43"
"Guerrero","Zirándaro",2011,"Homicidios dolosos","     3","    15.84","  372"
"Guerrero","Zitlala",2011,"Homicidios dolosos","     1","     4.29","  821"
"Guerrero","Eduardo Neri",2011,"Homicidios dolosos","     6","    12.47","  469"
"Guerrero","Acatepec",2011,"Homicidios dolosos","     5","    14.86","  398"
"Guerrero","Marquelia",2011,"Homicidios dolosos","     8","    60.31","   95"
"Guerrero","Cochoapa el Grande",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","José Joaquin de Herrera",2011,"Homicidios dolosos","     0","     0.00","  952"
"Guerrero","Juchitán",2011,"Homicidios dolosos","     1","    13.49","  445"
"Guerrero","Iliatenco",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Acatlán",2011,"Homicidios dolosos","     2","     9.72","  564"
"Hidalgo","Acaxochitlán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Actopan",2011,"Homicidios dolosos","     5","     8.94","  592"
"Hidalgo","Agua Blanca de Iturbide",2011,"Homicidios dolosos","     1","    11.01","  518"
"Hidalgo","Ajacuba",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Alfajayucan",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Almoloya",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Apan",2011,"Homicidios dolosos","     1","     2.30","  925"
"Hidalgo","El Arenal",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Atitalaquia",2011,"Homicidios dolosos","     1","     3.63","  858"
"Hidalgo","Atlapexco",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Atotonilco el Grande",2011,"Homicidios dolosos","     3","    10.82","  522"
"Hidalgo","Atotonilco de Tula",2011,"Homicidios dolosos","     2","     6.21","  731"
"Hidalgo","Calnali",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Cardonal",2011,"Homicidios dolosos","     2","    10.49","  533"
"Hidalgo","Cuautepec de Hinojosa",2011,"Homicidios dolosos","     2","     3.53","  864"
"Hidalgo","Chapantongo",2011,"Homicidios dolosos","     1","     8.01","  633"
"Hidalgo","Chapulhuacán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Chilcuautla",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Eloxochitlán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Emiliano Zapata",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Epazoyucan",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Francisco I. Madero",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Huasca de Ocampo",2011,"Homicidios dolosos","     2","    11.34","  507"
"Hidalgo","Huautla",2011,"Homicidios dolosos","     1","     4.41","  813"
"Hidalgo","Huazalingo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Huehuetla",2011,"Homicidios dolosos","     2","     8.43","  618"
"Hidalgo","Huejutla de Reyes",2011,"Homicidios dolosos","     6","     4.82","  791"
"Hidalgo","Huichapan",2011,"Homicidios dolosos","     3","     6.61","  712"
"Hidalgo","Ixmiquilpan",2011,"Homicidios dolosos","     5","     5.57","  753"
"Hidalgo","Jacala de Ledezma",2011,"Homicidios dolosos","     1","     7.70","  648"
"Hidalgo","Jaltocán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Juárez Hidalgo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Lolotla",2011,"Homicidios dolosos","     1","    10.08","  548"
"Hidalgo","Metepec",2011,"Homicidios dolosos","     1","     8.36","  621"
"Hidalgo","San Agustín Metzquititlán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Metztitlán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Mineral del Chico",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Mineral del Monte",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","La Misión",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Mixquiahuala de Juárez",2011,"Homicidios dolosos","     2","     4.53","  805"
"Hidalgo","Molango de Escamilla",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Nicolás Flores",2011,"Homicidios dolosos","     1","    14.90","  397"
"Hidalgo","Nopala de Villagrán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Omitlán de Juárez",2011,"Homicidios dolosos","     3","    32.21","  188"
"Hidalgo","San Felipe Orizatlán",2011,"Homicidios dolosos","     1","     2.54","  919"
"Hidalgo","Pacula",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Pachuca de Soto",2011,"Homicidios dolosos","     7","     2.60","  917"
"Hidalgo","Pisaflores",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Progreso de Obregón",2011,"Homicidios dolosos","     1","     4.36","  817"
"Hidalgo","Mineral de la Reforma",2011,"Homicidios dolosos","     1","     0.70","  949"
"Hidalgo","San Agustín Tlaxiaca",2011,"Homicidios dolosos","     1","     3.01","  896"
"Hidalgo","San Bartolo Tutotepec",2011,"Homicidios dolosos","     4","    21.99","  267"
"Hidalgo","San Salvador",2011,"Homicidios dolosos","     3","     8.87","  596"
"Hidalgo","Santiago de Anaya",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Santiago Tulantepec de Lugo Guerrero",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Singuilucan",2011,"Homicidios dolosos","     1","     6.56","  714"
"Hidalgo","Tasquillo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Tecozautla",2011,"Homicidios dolosos","     2","     5.57","  753"
"Hidalgo","Tenango de Doria",2011,"Homicidios dolosos","     1","     5.71","  746"
"Hidalgo","Tepeapulco",2011,"Homicidios dolosos","     1","     1.92","  938"
"Hidalgo","Tepehuacán de Guerrero",2011,"Homicidios dolosos","     1","     3.39","  872"
"Hidalgo","Tepeji del Río de Ocampo",2011,"Homicidios dolosos","     1","     1.20","  946"
"Hidalgo","Tepetitlán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Tetepango",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Villa de Tezontepec",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Tezontepec de Aldama",2011,"Homicidios dolosos","     3","     6.06","  738"
"Hidalgo","Tianguistengo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Tizayuca",2011,"Homicidios dolosos","     8","     7.32","  674"
"Hidalgo","Tlahuelilpan",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Tlahuiltepa",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Tlanalapa",2011,"Homicidios dolosos","     1","     9.38","  576"
"Hidalgo","Tlanchinol",2011,"Homicidios dolosos","     4","    10.84","  521"
"Hidalgo","Tlaxcoapan",2011,"Homicidios dolosos","     1","     3.66","  856"
"Hidalgo","Tolcayuca",2011,"Homicidios dolosos","     1","     7.34","  672"
"Hidalgo","Tula de Allende",2011,"Homicidios dolosos","    11","    10.30","  540"
"Hidalgo","Tulancingo de Bravo",2011,"Homicidios dolosos","     1","     0.64","  950"
"Hidalgo","Xochiatipan",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Xochicoatlán",2011,"Homicidios dolosos","     1","    13.55","  442"
"Hidalgo","Yahualica",2011,"Homicidios dolosos","     1","     4.21","  827"
"Hidalgo","Zacualtipán de Ángeles",2011,"Homicidios dolosos","     4","    11.74","  493"
"Hidalgo","Zapotlán de Juárez",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Zempoala",2011,"Homicidios dolosos","     0","     0.00","  952"
"Hidalgo","Zimapán",2011,"Homicidios dolosos","     2","     5.06","  778"
"Jalisco","Acatic",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Acatlán de Juárez",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Ahualulco de Mercado",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Amacueca",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Amatitán",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Ameca",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","San Juanito de Escobedo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Arandas",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","El Arenal",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Atemajac de Brizuela",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Atengo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Atenguillo",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Atotonilco el Alto",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Atoyac",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Autlán de Navarro",2011,"Homicidios dolosos","     0","     0.00","  952"
"Jalisco","Ayotlán",2011,"Homicidios dolosos","     0","     0.00","  952"
